id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2265,Zen-East in the Heart of Austin (monthly rental),2466,Paddy,,78702,30.2775,-97.71398,Entire home/apt,225,30,24,2019-03-16,0.18,3,0
5245,"Eco friendly, Colorful, Clean, Cozy monthly share",2466,Paddy,,78702,30.27577,-97.71379,Private room,100,30,9,2018-03-14,0.07,3,0
5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26112,-97.73448,Entire home/apt,95,2,508,2019-10-28,3.90,1,304
5769,NW Austin Room,8186,Elizabeth,,78729,30.45596,-97.7837,Private room,40,1,257,2019-11-03,2.20,1,13
6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24829,-97.73726,Entire home/apt,99,3,104,2019-11-05,0.86,1,14
6448,Secluded Studio in 78704 (Zilker),14156,Amy,,78704,30.26027,-97.76503,Entire home/apt,129,3,220,2019-11-11,2.21,2,176
14913,Blue Boy Club House / Music Venue,58635,Steven,,78748,30.15645,-97.82411,Entire home/apt,300,1,28,2019-11-03,0.41,1,361
21126,Live Like a Local in a Chic Mid-Century Modern Retreat,80406,Dani,,78704,30.24503,-97.74075,Entire home/apt,550,1,90,2019-09-27,1.09,11,128
21145,"Private Pool, Non Smoking, Pet Friendly, Central",80511,April,,78705,30.29422,-97.74618,Entire home/apt,220,30,35,2019-11-04,0.77,1,356
22166,Close in Hill country views NW ,84906,Stacey,,78759,30.38957,-97.76216,Entire home/apt,155,30,9,2015-07-04,0.08,1,356
22828,Garage Apartment near S Congress,56488,David,,78741,30.23564,-97.73146,Entire home/apt,52,31,37,2019-08-15,0.31,1,339
22982,Private Clarksville 2-1/Sleeps Six,89031,Gina,,78703,30.28027,-97.75596,Entire home/apt,95,2,152,2019-10-27,1.29,1,284
25028,Lovely Central Austin Bungalow,102862,Elana,,78757,30.33766,-97.73726,Entire home/apt,100,30,33,2019-09-30,0.28,1,259
32396,South Austin Comfort,140174,Tiffany,,78749,30.20273,-97.84439,Entire home/apt,55,1,9,2012-10-02,0.08,1,0
37324,furnished bedroom and full bath,161189,Chris,,78727,30.4303,-97.69125,Private room,35,30,36,2019-10-25,0.66,1,225
39152,SXSW 2020 -WOW SOON-South Austin Cosmic Groove :~>,167892,Veronica,,78704,30.25671,-97.75412,Entire home/apt,265,3,183,2019-11-03,1.64,3,13
39993,Tiny Tarrytown Apartment,210965,Susan And Anthony,,78703,30.29996,-97.77832,Entire home/apt,59,2,139,2019-11-11,2.01,2,311
40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,Robbie,,78731,30.35141,-97.76323,Entire home/apt,350,2,30,2019-09-08,0.28,1,364
46929,Sunny Central Austin Apartment,210965,Susan And Anthony,,78703,30.30038,-97.77886,Entire home/apt,105,2,372,2019-11-10,3.36,2,264
47572,Harmonious Home in  N. Austin for Longer Stays,215917,Belinda,,78758,30.37641,-97.70926,Private room,38,30,2,2019-09-30,0.25,1,317
50310,Super Hip South Austin Studio,230553,Sevylla,,78744,30.20093,-97.75318,Entire home/apt,40,3,253,2019-11-03,2.28,2,315
50318,Scooby Doo House,12409,Flip,,78705,30.28625,-97.75022,Entire home/apt,130,30,30,2019-11-04,0.27,2,344
51100,Walking distance to ACL,235136,Charla,,78703,30.28188,-97.76413,Entire home/apt,500,3,2,2019-05-12,0.02,1,316
56690,STUDIO IN SOCO.  BEST LOCATION!,268988,Stephanie,,78704,30.2444,-97.75121,Entire home/apt,165,2,164,2019-11-04,1.55,2,89
57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,Lois,,78704,30.25596,-97.76866,Entire home/apt,99,1,623,2019-11-05,5.77,2,350
68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.31171,-97.72455,Entire home/apt,89,2,459,2019-10-28,4.28,1,63
69303,Colorful and Quirky Zilker Park Townhouse,272156,Lois,,78704,30.2607,-97.77194,Entire home/apt,145,2,96,2019-11-11,0.92,2,318
69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.23152,-97.76434,Entire home/apt,105,2,428,2019-11-05,4.04,1,321
70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.23616,-97.76446,Entire home/apt,150,2,29,2019-11-10,1.10,1,88
70659,Private Cottage-Near UT/Hyde Park,359112,Sara,,78722,30.2912,-97.71956,Entire home/apt,110,2,218,2019-10-13,2.05,2,358
70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.24501,-97.74986,Entire home/apt,165,2,137,2019-11-10,1.30,2,86
72318,"Private, Super Cool, and very Close In",374529,Alyson & Max,,78704,30.2532,-97.77891,Private room,125,3,38,2018-10-15,0.36,3,41
72633,Architect Designed - Great Location,377037,Becca,,78704,30.24604,-97.75329,Entire home/apt,470,2,40,2019-10-07,0.38,1,338
72706,Hot Bouldin area! One month MINIMUM,377618,Susan,,78704,30.24775,-97.76403,Entire home/apt,111,30,258,2019-11-01,2.45,2,334
72833,Central Cottage with bikes!,378744,Ellen And Andy,,78731,30.31383,-97.75161,Entire home/apt,85,3,324,2019-11-11,3.07,1,123
72876,20 minutes to Downtown Austin,379080,Becky,,78729,30.44794,-97.76082,Private room,25,3,9,2019-10-20,2.39,3,51
73005,3BR Convenient Gated Townhome!,128514,Vivian,,78727,30.41519,-97.73019,Entire home/apt,230,2,24,2019-09-20,0.23,1,137
73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.28985,-97.7451,Entire home/apt,105,30,43,2019-09-25,0.41,2,298
74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24422,-97.77885,Entire home/apt,90,2,196,2019-10-29,1.87,1,324
75174,South Shore Condo on Lady Bird Lake,393905,David,,78702,30.24773,-97.72584,Entire home/apt,130,2,255,2019-11-10,2.42,2,249
75957,PRIVATE COTTAGE APT IN Tarrytown -Central Austin,404260,Kelly,,78703,30.29187,-97.76824,Entire home/apt,115,2,281,2019-11-07,2.66,2,328
76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,177441,Ashley,,78703,30.27577,-97.75608,Entire home/apt,170,2,184,2019-10-28,1.74,2,357
76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.29138,-97.71907,Entire home/apt,125,2,164,2019-11-04,1.55,1,170
76911,EastSideLavishness- A Stay of comfort and Joy,394012,Peter,,78702,30.26775,-97.72695,Entire home/apt,821,2,131,2019-11-10,2.34,1,317
76996,The Travis Heights Tree House,1665428,Krista,,78704,30.23778,-97.74453,Entire home/apt,68,20,37,2019-11-01,0.35,1,342
77347,Room or rooms ,382265,Leslie,,78733,30.33937,-97.88116,Private room,95,2,0,,,2,328
77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.25177,-97.77888,Entire home/apt,195,3,15,2019-09-27,0.17,2,297
77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25003,-97.77859,Entire home/apt,245,3,20,2019-10-07,0.32,2,356
77998,Private Room/Bath & Living Room in Beautiful Home,419006,Jordan,,78725,30.25923,-97.66815,Private room,55,1,1,2015-03-14,0.02,1,339
78035,Modern Gem featured by Dwell. Pool + HotTub.,419192,Keith And Shannon,,78704,30.25625,-97.76766,Entire home/apt,750,3,80,2019-10-21,2.44,1,142
78127,Downtown Luxury Home/ Clean/ PERFECT LOCATION,419707,Julia,,78701,30.2752,-97.74863,Entire home/apt,404,1,6,2019-05-26,0.06,3,0
78338,Central Upstairs Apartment in Duplex,420725,Medora,,78705,30.29888,-97.74115,Entire home/apt,150,2,3,2019-10-26,2.73,1,358
78422,Living the Dream on Richardine,421002,E. Dixie,,78702,30.27324,-97.71173,Private room,50,1,1,2011-03-17,0.01,1,0
78584,East 2nd Street Charmer!,422239,John,,78702,30.26278,-97.73529,Entire home/apt,176,2,116,2019-10-30,1.27,3,9
78731,Large Room and Private Bath in Central East Austin,423131,Robin,,78702,30.26984,-97.72874,Private room,85,2,171,2019-11-04,1.83,1,59
78749,Condo in the Heart of Downtown Austin...Walkable!,423241,Breanne,,78701,30.27066,-97.7414,Entire home/apt,128,14,11,2019-11-10,0.10,2,132
78757,Nice Room Great House near Zilker,374529,Alyson & Max,,78704,30.24716,-97.782,Private room,125,2,75,2019-11-03,0.71,3,316
78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.31262,-97.72543,Entire home/apt,109,2,326,2019-11-03,3.09,1,140
78884,Beautiful Zilker Park Condo next to Downtown!,424158,Lynne,,78704,30.26088,-97.77438,Entire home/apt,89,2,127,2019-10-22,1.20,1,178
78974,78704 Detached Garden  Cottage,424835,Dan,,78704,30.23916,-97.76487,Entire home/apt,125,1,407,2019-10-27,3.86,1,333
78993,NEWLY REMODELED CENTRAL AUSTIN HOME SLEEPS 5-6,424999,Emily,,78731,30.32787,-97.75442,Entire home/apt,500,2,10,2018-10-21,0.42,1,0
79100,Bungalow-Pool-Central East-Monthly-Bikes Avail,425706,Robert,,78723,30.30971,-97.6948,Entire home/apt,125,30,30,2019-10-25,0.37,7,257
79432,Carriage House Apartment,427758,Ford,,78703,30.2809,-97.76065,Entire home/apt,119,30,55,2019-10-16,0.52,1,113
79603, Beautiful Bouldin Cottage - 78704,428883,Beau,,78704,30.24936,-97.75904,Entire home/apt,199,2,77,2019-10-06,0.73,1,258
79768,East-Side Bungalow,430091,Shawn,,78702,30.26071,-97.73258,Entire home/apt,225,4,34,2019-03-11,0.35,2,0
80025,HOUSE SXSW Only. NEW LISTING,428761,David,,78722,30.29808,-97.71339,Private room,600,5,4,2018-01-23,0.04,1,365
82033,"Clean and quiet 3/2, in Mueller area.",445746,Kimberly,,78723,30.30419,-97.68914,Entire home/apt,508,1,4,2018-05-22,0.20,1,90
83643,Fun Central Austin Convenience,456230,Michele,,78752,30.32373,-97.71629,Private room,47,2,176,2019-11-12,1.77,1,339
84771,Campus Retreat,321037,Lucien,,78705,30.29269,-97.74345,Entire home/apt,45,2,16,2018-01-03,0.60,2,0
89475,4 Bed Contemporary w/2 Living Rooms,487072,Greg & Amanda,,78757,30.35669,-97.72658,Entire home/apt,199,30,100,2019-10-08,1.14,12,249
90898,"Artsy, Cozy, and Fun; Our Travis Heights 2-1",236847,Lester,,78704,30.24666,-97.7476,Entire home/apt,112,2,76,2019-11-04,0.73,1,307
104099,Zilker Guesthouse,213651,Daniel,,78704,30.25456,-97.77551,Entire home/apt,85,2,156,2019-11-05,1.58,2,100
104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.24613,-97.74528,Entire home/apt,77,31,124,2019-05-27,1.20,2,280
109005,15-20 min walk to ACL-Zilker; 4 min drive to Dntn,552705,"Amanda (Marz, Nickname)",,78703,30.28399,-97.77094,Entire home/apt,149,3,6,2019-10-20,0.14,2,363
113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.30326,-97.73057,Entire home/apt,119,5,66,2019-11-10,0.69,9,358
113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.3022,-97.73013,Private room,60,30,12,2018-06-22,0.12,2,365
116014,SXSW LAST MINUTE Downtown Space,419707,Julia,,78701,30.27509,-97.74851,Entire home/apt,260,1,2,2019-04-14,0.02,3,0
128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.24395,-98.00244,Entire home/apt,295,3,178,2019-10-13,1.79,1,359
140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.30226,-97.73143,Entire home/apt,136,5,57,2019-10-22,0.58,9,293
140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.30242,-97.72954,Entire home/apt,119,5,52,2019-11-09,0.52,9,348
141550,"Sweet, Sexy Studio in the '02",688306,Epiphany,,78702,30.25582,-97.72709,Entire home/apt,111,1,423,2019-11-10,4.25,1,149
145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.30219,-97.74143,Entire home/apt,129,3,188,2019-10-21,2.21,1,275
154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.2515,-97.78206,Entire home/apt,373,3,13,2019-03-13,0.13,1,257
155359,TheTramHouse-90 Day Min,372205,Keith,,78732,30.41813,-97.88915,Entire home/apt,90,90,33,2018-11-18,0.34,3,0
167459,SXSW and ACL 4 bedroom in Austin!,628942,Marnie,,78746,30.27728,-97.79113,Entire home/apt,800,3,7,2014-03-12,0.07,1,362
174828,Light and Airy Central Austin Retreat with Gorgeous Patio,835236,Jenny,,78752,30.33107,-97.7142,Entire home/apt,350,2,290,2019-11-04,2.92,1,341
179885,Hip Two Bedroom Home in 78704 ,861520,Ray,,78704,30.23908,-97.77182,Entire home/apt,700,3,3,2014-03-12,0.03,1,365
191719,2b/2b Downtown Austin Oasis,670910,John,,78704,30.25784,-97.76114,Entire home/apt,270,3,218,2019-10-28,3.44,1,161
195674,"Large Zilker Home, Downtown- SOCO-ACL!",951551,Lori,,78704,30.25836,-97.76723,Entire home/apt,750,2,29,2019-05-26,0.36,1,359
202187,South Congress Studio Apartment,989596,John,,78704,30.24776,-97.74527,Entire home/apt,85,1,697,2019-10-29,7.04,2,239
202753,Parkside Loft - Large Bedroom & Sitting Area.,729047,Tracy,,78703,30.27571,-97.75819,Private room,300,3,10,2019-05-08,0.52,1,87
207054,2BR Mid-Century Home near Downtown & Lake,1018853,Merri Gale & Donald,,78741,30.24594,-97.7313,Entire home/apt,124,2,123,2019-10-27,1.25,1,160
208897,"Heart of east Austin–unique, bright, private haven",1029071,Suzanne,,78702,30.2635,-97.70097,Entire home/apt,184,2,77,2019-11-11,1.11,1,86
217637,East Austin Charmer -- Super Cozy,307872,T.M.,,78722,30.28913,-97.71844,Entire home/apt,79,2,123,2019-11-05,1.29,1,145
218402,New to Austin?  Perfect transition place!,1129520,Paulette,,78754,30.3635,-97.64556,Private room,45,30,22,2019-10-19,0.23,1,347
219168,SOCO Living,1134580,Kalu,,78704,30.24503,-97.74531,Entire home/apt,250,2,173,2019-11-08,1.85,1,0
221451,Sunny Condo 1BR Zilker/ACL/Dwntwn,1114843,Kris,,78704,30.25321,-97.77306,Entire home/apt,145,1,19,2019-11-11,0.20,1,179
224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30788,-97.72679,Entire home/apt,94,3,102,2017-10-23,1.03,1,0
227372,Allens Boots Loft on South Congress,1185793,Sean & Lauren,,78704,30.24846,-97.75077,Entire home/apt,295,2,148,2019-10-28,1.59,1,0
228217,"3 bedroom house near lakes,ACL&SXSW",1182382,Sharon,,78728,30.45831,-97.68722,Entire home/apt,350,4,0,,,1,365
230976,Huge Room - Beautiful View on 5 acres - King Bed,1207603,Cj,,78737,30.1703,-97.96974,Private room,79,1,77,2019-10-20,1.14,3,361
233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.30271,-97.73123,Entire home/apt,159,5,66,2019-11-04,0.69,9,341
234194,Beautiful Room on 5 acres,1207603,Cj,,78737,30.17278,-97.973,Private room,55,1,43,2019-11-09,0.64,3,327
237705,Remodeled Bungalow Downtown Eastside!,1246229,Elizabeth,,78702,30.25409,-97.72566,Entire home/apt,450,1,43,2019-10-22,0.44,4,19
238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.25368,-97.7567,Entire home/apt,150,2,84,2019-11-10,1.58,4,272
240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.25426,-97.72431,Entire home/apt,81,1,348,2019-10-22,3.70,4,52
244785,Tranquil East Austin Guesthouse: Fall Retreat!,1284548,Gwen & Richard,,78702,30.27917,-97.71564,Entire home/apt,90,1,598,2019-11-11,6.10,1,235
247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.3034,-97.68496,Entire home/apt,175,2,1,2012-03-13,0.01,1,0
248515,Cute Eastside Bungalow -  Perfect Austin Base,1208485,Caitlin,,78702,30.25434,-97.72825,Entire home/apt,375,2,29,2019-11-04,0.31,2,75
271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.25309,-97.77375,Entire home/apt,350,3,56,2019-11-04,0.60,1,360
277028,One of a kind stay In the Heart of ATX,746455,Michael,,78703,30.28281,-97.76417,Entire home/apt,399,2,46,2019-10-28,0.48,4,333
281182,Great House 1 block from Metro Rail,1465788,Michelle,,78702,30.28091,-97.70809,Entire home/apt,350,3,36,2019-11-03,0.39,1,353
282342,Terrific 3bedroom 2.5bath Kitchen Garage Home,1471597,Teresa,,78758,30.36663,-97.70872,Entire home/apt,69,45,20,2019-09-03,0.21,1,79
286029,Vintage Modern Home - VERY Central!,1488733,Brooke,,78704,30.25864,-97.75981,Entire home/apt,226,1,165,2019-08-15,1.72,33,42
294708,3bd+Loft...SOCO Area Convenience,1523587,Dallas,,78704,30.23223,-97.74579,Entire home/apt,154,2,229,2019-10-28,2.45,17,320
295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.18844,-97.78975,Entire home/apt,210,30,50,2018-11-02,0.53,2,333
299282,"Light Filled Room, Hyde Park near UT",1541934,Margo,,78751,30.30944,-97.73181,Private room,195,30,36,2019-07-20,0.39,7,201
300574,SXSW 2020 Hip Retro Groovy LOFT South Austin Style,167892,Veronica,,78704,30.25721,-97.75563,Entire home/apt,130,2,314,2019-11-05,3.34,3,360
304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.20948,-97.76969,Entire home/apt,65,3,109,2019-11-10,1.15,13,364
305392,SXSW * Sleeps 10 * Walk everywhere!,117233,Paige,,78702,30.25518,-97.73289,Entire home/apt,525,4,9,2019-03-12,0.11,2,18
313400,Luxury Modern Home in Zilker,1611299,Pam,,78704,30.25304,-97.76885,Entire home/apt,995,3,11,2018-04-29,0.25,1,364
313973,Barton Hills Man Cave Very Private,374529,Alyson & Max,,78704,30.25191,-97.78116,Private room,225,2,22,2017-10-16,0.24,3,41
314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.35672,-97.79621,Entire home/apt,350,4,0,,,1,0
315239,Very convenient for SxSW,1617870,John,,78745,30.2135,-97.7809,Entire home/apt,600,3,2,2014-03-17,0.02,1,365
316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.25431,-97.75578,Entire home/apt,400,3,9,2015-03-24,0.10,1,0
317148,Nature's Way Home in Central East Austin,1628379,Martina,,78702,30.26764,-97.70976,Entire home/apt,250,2,38,2019-11-04,0.41,1,229
318963,South Congress Bungalow SXSW 2016,1637006,Cathy,,78704,30.2509,-97.74119,Entire home/apt,650,2,1,2012-01-26,0.01,1,0
319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.2648,-97.73428,Entire home/apt,275,2,210,2019-10-15,2.25,12,271
319887,Quaint East Austin 2BR SXSW 2016,1640158,Jessica & Jeremy,,78702,30.25536,-97.72855,Entire home/apt,650,4,2,2015-03-18,0.03,1,0
319894,The Perfect Modern Austin Home,1640172,Gary,,78724,30.28413,-97.64927,Entire home/apt,230,2,56,2019-11-10,0.60,2,333
320161,Country Road Room 5,1427814,Andrea,,78747,30.16204,-97.73744,Private room,45,30,20,2019-08-04,0.21,9,357
320435,Amazing Urban Hideaway for SXSW!,1641993,Stephanie,,78753,30.35229,-97.69454,Entire home/apt,625,4,4,2014-03-17,0.04,1,365
321069,TDay Special/Avail SXSW 2020: 3/2 Mid-Century Mod,1644741,Liz,,78704,30.25407,-97.77818,Entire home/apt,750,2,1,2018-06-23,0.06,1,358
321636,Chic 1953 Spartanette Guesthouse,1647037,Sara,,78702,30.27752,-97.71919,Entire home/apt,95,1,411,2019-10-26,4.37,2,167
321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.2509,-97.78843,Entire home/apt,500,1,13,2015-10-04,0.16,1,0
323733,4th St Loft in Downtown Austin!,1654178,Erik & Crystal,,78701,30.26778,-97.74563,Entire home/apt,149,1,379,2019-10-25,4.08,1,0
325889,"Amazing House & Location, Jacuzzi, Walk S Congress",1666874,Abbie & Brian,,78704,30.24669,-97.75532,Entire home/apt,749,3,21,2019-11-11,0.22,2,354
327653,One bdrm garage apt in Hyde Park,1674764,Carol,,78751,30.31218,-97.71745,Entire home/apt,150,2,2,2014-03-10,0.02,2,330
329172,"Hillside designer home,10 min.dwntn",1680871,Janet,,78746,30.3024,-97.80719,Entire home/apt,495,3,6,2016-06-05,0.06,1,363
329306,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27235,-97.72514,Private room,75,2,442,2019-10-15,4.74,10,353
330301,Entire Upstairs &  New HotTub Near Apple & Domain,1685125,Janet,,78729,30.45096,-97.76467,Entire home/apt,111,2,13,2019-11-03,0.14,1,344
331549,One Room with Private Bathroom,1690383,Sandra,,78725,30.23911,-97.58625,Private room,100,2,0,,,1,365
333114,House for rent in  North Austin,1697428,Ashly,,78754,30.36875,-97.65554,Private room,109,1,0,,,1,0
333442,RARE SECLUDED 1940s ESTATE,1698318,Virginia,,78703,30.31293,-97.76659,Entire home/apt,450,3,112,2019-10-27,1.31,1,296
333815,Solar Sanctuary - Zen Room,372962,Kim,,78704,30.25333,-97.7523,Private room,99,1,148,2019-10-27,1.60,2,356
333856,Solar Sanctuary-Austin History Room,372962,Kim,,78704,30.25304,-97.75301,Private room,99,1,110,2019-10-22,1.17,2,361
333857,Walk to Downtown Homestay Pink Room,1700729,Larry And Joanna,,78702,30.27508,-97.72995,Private room,65,30,138,2019-11-01,1.48,1,186
334554,"SXSW Great 2BCondo, minutes from Downtown & Zilker",1703984,Cindy,,78704,30.2407,-97.77525,Entire home/apt,275,5,6,2019-03-12,0.06,1,249
334616,Great SXSW East Central Apartment,608539,D,,78741,30.24468,-97.72442,Entire home/apt,250,1,2,2013-03-17,0.02,1,0
335885,"5Bed/3Bath: Sleeps 16+, Private 4Bed/2Bath, Pool",1707903,Stephen,,78749,30.20693,-97.85641,Entire home/apt,450,2,22,2019-10-20,0.24,1,358
335945,"Wonderful and comfy townhome, very central and fun",1555683,Patrick,,78741,30.24035,-97.73334,Entire home/apt,190,2,32,2018-04-23,0.35,1,333
337149,Eastside House - Near Downtown!,1714022,Jessica,,78702,30.256,-97.72595,Entire home/apt,200,2,170,2019-10-27,1.82,1,149
338117,Central East Private Room- Close UT,1143953,Linda And Lia,,78702,30.27374,-97.71887,Private room,67,2,66,2019-11-10,0.71,2,283
340045,Greenbelt Professional Loft ,1725752,Shanti,,78746,30.261,-97.79197,Entire home/apt,400,4,0,,,1,365
340630,2 Bedroom duplex for monthly rental,531267,Shelley,,78757,30.33108,-97.72586,Entire home/apt,50,30,13,2019-03-31,0.14,3,41
340710,SXSW Rental! 10 min from it all!,4569,Glory,,78735,30.25264,-97.87296,Entire home/apt,300,3,0,,,1,365
341382,SXSW | 4 bedroom home near Downtown,1205884,Luke And Rachel,,78702,30.26496,-97.71496,Entire home/apt,750,3,125,2019-03-17,1.34,1,12
341530,The Austinville Cottage in SoCo,740347,Chris,,78704,30.24722,-97.75474,Entire home/apt,109,2,188,2019-11-04,2.06,2,14
341596,South Austin Ultra Modern,1733004,Julie,,78704,30.24754,-97.75855,Private room,120,2,66,2019-11-04,0.71,1,325
341665,3 bdrm close to downtown & airport!,1733499,Lynn,,78745,30.20962,-97.77531,Entire home/apt,240,2,80,2019-11-12,0.93,1,0
342039,Private Guest House - Walk Downtown,1735494,Steph And Crew,,78702,30.25185,-97.73104,Entire home/apt,110,2,274,2019-10-28,2.94,2,261
342243,Spacious Private Master Suite by the Month.,1736662,Teresa,,78759,30.41699,-97.7544,Private room,34,31,2,2019-08-13,0.13,1,315
342919,"2br, 800 sq/ft house/east side/SXSW",1739997,Gabrielle,,78702,30.2582,-97.72019,Entire home/apt,400,3,0,,,1,0
343462,Charming Family Friendly Apartment,1742984,Rachel,,78721,30.26912,-97.68767,Entire home/apt,79,1,237,2019-11-03,2.54,1,361
343889,Close-in Central/East Garage Apt,1744639,Darcy,,78702,30.27452,-97.72249,Entire home/apt,35,30,19,2019-01-24,0.20,1,197
344976,South Congress Getaway Bungalow,1749905,Adam,,78704,30.25035,-97.75722,Entire home/apt,370,3,36,2019-10-14,0.52,1,355
345221,Austin Historic Home Downtown SxSW,1644218,Cecily,,78701,30.27105,-97.74933,Entire home/apt,299,3,7,2019-03-12,0.08,2,339
345473,Exquisite Boutique SoCo Cottage with Shops and Restaurants Nearby,1751224,Whitney,,78704,30.24547,-97.74739,Entire home/apt,295,2,54,2019-11-04,0.67,1,72
345536,Austin Artist's Hm. in Hippest Area,1752493,Gigi,,78704,30.24836,-97.76186,Entire home/apt,165,2,180,2019-10-28,1.96,3,328
346381,4/3 Downtown East Austin SXSW F1,1755933,Janine,,78702,30.25462,-97.72125,Entire home/apt,750,2,8,2018-03-14,0.10,1,365
347449,Cute Clarksville Condo,1722520,Rachelle,,78703,30.28226,-97.76035,Entire home/apt,156,5,3,2016-08-05,0.04,1,309
347654,ATX -SOCO 3bd House...beats hotels!,1761915,Charm,,78704,30.23618,-97.74439,Entire home/apt,430,1,32,2019-10-06,0.34,2,176
347736,Modern downtown loft on 6th St,1366664,Jason,,78702,30.26659,-97.73298,Entire home/apt,149,3,445,2019-11-08,4.75,1,13
347802,Hyde Park Bungalow close to UT & DT,1594787,Ananda & Dunstan,,78751,30.30232,-97.72633,Entire home/apt,119,2,203,2019-11-10,2.17,1,65
347847,The Heart of Chic Eastside/Near UT & Downtown,1763086,Debbie,,78702,30.26992,-97.73093,Entire home/apt,125,2,63,2019-11-03,1.48,1,38
347935,for formula one only...,1763742,Amber,,78704,30.2521,-97.76163,Entire home/apt,600,5,1,2012-03-18,0.01,1,0
349447,"Eastside Cabana - Near UT,Downtown",1770424,Jason,,78702,30.27875,-97.72359,Entire home/apt,125,1,518,2019-10-26,5.56,5,324
349635,Central Austin (Tarrytown) Bed and Bath,1771402,Cindie,,78703,30.29933,-97.77637,Private room,59,1,45,2019-11-10,0.60,1,41
351865,French country charming room/bath,1782559,Julie,,78754,30.33179,-97.64911,Private room,75,1,0,,,1,0
353126,Monthly Rental Guest House /Apartment  in SoCo,1788349,Jeannie,,78704,30.23846,-97.74613,Entire home/apt,57,29,4,2019-10-31,0.04,2,162
353261, 4/3.5 SoCo Bungalow ,1789494,Lara,,78704,30.24336,-97.75152,Entire home/apt,675,3,133,2019-10-20,1.92,1,307
353955,SXSW Luxury 2 Bedroom appt!,1792021,Mykel,,78746,30.34442,-97.80005,Entire home/apt,225,3,1,2012-03-15,0.01,1,0
354263,Colorful Artsy and Unusual Guesthouse in Bouldin Creek,1752493,Gigi,,78704,30.24782,-97.76294,Entire home/apt,129,2,274,2019-10-27,2.93,3,339
354334,Stunning 2/2.5 PRIME ATX Location!,1781705,Jared,,78704,30.24515,-97.77143,Entire home/apt,300,3,1,2013-03-14,0.01,2,0
354513,SXSW-Historic Home luxury-Central East Downtown,1795232,Sara,,78702,30.25859,-97.72983,Entire home/apt,908,3,5,2017-03-15,0.06,1,0
354542,★ Spacious Modern Luxury + Walk to Food & Bars! ★,1795524,Sarah,,78702,30.26332,-97.72082,Entire home/apt,1000,2,107,2019-10-13,1.15,1,342
354569,Ultimate casually elegant retreat,2049988,Mike,,78703,30.28923,-97.7606,Entire home/apt,248,3,11,2017-07-05,0.12,1,0
355176,Private South Austin Guest House,1798140,Scott,,78745,30.22062,-97.77387,Entire home/apt,141,30,16,2019-04-27,0.17,1,341
355232,Great SXSW Location. 3br/2baths,1798084,Jeffrey,,78704,30.24803,-97.74556,Entire home/apt,1000,1,3,2017-03-19,0.04,1,365
355328,SXSW - musician's home,1798834,Joan,,78704,30.23928,-97.77907,Entire home/apt,100,1,0,,,1,0
355792,"Clean, Cute & Central-Clarksville!",1801114,An,,78703,30.27927,-97.75422,Entire home/apt,119,2,12,2019-07-06,0.13,1,0
